# SCOWL rarity tier for scowl-60: smallest SCOWL size each word appears at (lower = more common; generated by scripts/build_wordlist.py)
ammo	40
ammonia	35
ammonium	60
ammunition	35
amnesia	35
amnesiac	40
amnesiacs	40
amnesic	60
amnesics	60
amnestied	35
amnesties	35
amnesty	35
amnestying	35
amniocenteses	50
amniocentesis	50
amnion	60
amnions	60
amniotic	60
amoeba	35
amoebas	35
amoebic	50
amoeboid	60
amok	35
among	35
amontillado	60
amontillados	60
amoral	35
amorality	50
amorally	50
amorous	35
amorously	50
amorousness	50
amorphous	35
amorphously	50
amorphousness	50
amortizable	60
amortization	50
amortizations	50
amortize	50
amortized	50
amortizes	50
amortizing	50
amount	35
amounted	35
amounting	35
amounts	35
amour	50
amours	50
amoxicillin	60
amp	35
amperage	50
ampere	35
amperes	35
ampersand	35
ampersands	35
amphetamine	35
amphetamines	35
amphibian	35
amphibians	35
amphibious	35
amphibiously	60
amphitheater	35
amphitheaters	35
amphora	60
amphorae	60
ampicillin	60
ample	35
ampler	35
amplest	35
amplification	35
amplifications	35
amplified	35
amplifier	35
amplifiers	35
amplifies	35
amplify	35
amplifying	35
amplitude	35
amplitudes	50
amply	35
amps	35
ampule	50
ampules	50
amputate	35
amputated	35
amputates	35
amputating	35
amputation	35
amputations	35
amputee	40
amputees	40
amulet	35
amulets	35
amuse	35
amused	35
amusement	35
amusements	35
amuses	35
amusing	35
amusingly	35
amygdala	60
amygdalas	60
amylase	60
amyloid	60
an	35
anabolic	60
anabolism	60
anachronism	35
anachronisms	35
anachronistic	40
anachronistically	60
anaconda	50
anacondas	50
anaerobe	60
anaerobes	60
anaerobic	50
anaerobically	60
anagram	35
anagrams	40
anal	35
analgesia	50
analgesic	35
analgesics	35
anally	60
analog	35
analogical	60
analogically	60
analogies	35
analogize	60
analogized	60
analogizes	60
analogizing	60
analogous	35
analogously	50
analogousness	60
analogs	50
